CUSTOMER_ID;CUSTOMER_DESCR;Country_Res_descr (4);Matched Region
36078964;Candy Hoover Group SRL;Italy;Western Europe
36078966;Candy SpA;Italy;Western Europe
36078968;Keolis SA;France;Western Europe
36078987;Whirlpool EMEA S.p.A;Italy;Western Europe
36078991;Aggreko PLC;United Kingdom;Western Europe
36078992;Barratt Developments PLC;United Kingdom;Western Europe
36078996;Dechra Pharmaceuticals PLC;United Kingdom;Western Europe
36079030;Affish B.V.;Netherlands;Western Europe
36079066;De'Longhi S.p.A.;Italy;Western Europe
36079132;PJSC MMC Norilsk Nickel;Russian Federation;Central and Eastern Europe
36079172;Asics Corporation;Japan;Asia
36079184;Fiat Chrysler Finance Canada Ltd;Canada;North America
36079211;Nomura Holdings Inc;Japan;Asia
36079214;Industria de Diseño Textil SA;Spain;Western Europe
36079215;Sbm Systems Inc;Switzerland;Western Europe
36079287;ERG SpA;Italy;Western Europe
36079293;Start People;Belgium;Western Europe
36079307;Nitto Denko Corp;Japan;Asia
36079338;Murata Manufacturing Company Ltd;Japan;Asia
36079343;Shin-Etsu Chemical Company Ltd;Japan;Asia
36079345;Werkvoorzieningsschap Oostelijk Zuid-Limburg;Netherlands;Western Europe
36079347;Körber AG;Germany;Western Europe
36079347;Koerber AG;Germany;Western Europe
36079377;Truist Financial Corp;United States;North America
36079386;bpost;Belgium;Western Europe
36079386;Bpost NV;Belgium;Western Europe
36079389;INDRA SISTEMAS S.A.;Spain;Western Europe
36079389;Indra Sistemas SA;Spain;Western Europe
36079415;DnB ASA;Norway;Western Europe
36079497;First Horizon National Corp;United States;North America
36079499;Cullen/Frost Bankers Inc;United States;North America
36079501;Huntington Bancshares Inc;United States;North America
36079513;Sappi Papier Holding GmbH;Austria;Western Europe
36079534;CNP PARTNERS DE SEGUROS Y REASEGUROS, S.A.;Spain;Western Europe
36079552;SVB Financial Group;United States;North America
36079562;Sumitomo Bakelite Europe NV;Belgium;Western Europe
36079574;Zeelandia Gmbh & Co KG;Germany;Western Europe
36079587;RELX Capital Inc;United States;North America
36079640;Anhui Conch Cement Co Ltd;China;Asia
36079721;Korea Development Bank, Tokyo branch;Japan;Asia
36079737;China Construction Bank Corporation, Shanghai branch;China;Asia
36079744;Pinnacle West Capital Corporation;United States;North America
36079746;Atmos Energy Corp;United States;North America
36079749;C.M. Schotte Vastgoed B.V.;Netherlands;Western Europe
36079762;General Mills Inc;United States;North America
36079767;Martin Marietta Materials Inc;United States;North America
36079799;JSC PROCREDIT BANK;Ukraine;Central and Eastern Europe
36079814;Carnival PLC;United Kingdom;Western Europe
36079818;Ceská posta, s.p.;Czechia;Central and Eastern Europe
36079907;Ministry of Finance Indonesia;Indonesia;Asia
36079948;Nordex SE;Germany;Western Europe
36079957;Ervaron Vastgoed B.V.;Netherlands;Western Europe
36079963;Chocoladefabriken Lindt & Sprungli AG;Switzerland;Western Europe
36079980;Fleet Lease B.V.;Netherlands;Western Europe
36079984;Exploitatie- en Beleggingsmaatschappij Koops Bunschoten B.V.;Netherlands;Western Europe
36080011;Stena Realty B.V.;Netherlands;Western Europe
36080012;Biotronik SE & Co. KG;Germany;Western Europe
36080024;Malayan Insurance Company, Inc.;Philippines;Asia
36080025;H M Treasury;United Kingdom;Western Europe
36080025;H.M. Treasury;United Kingdom;Western Europe
36080030;Prudential Corporation Holdings Ltd;United Kingdom;Western Europe
36080033;SYNTHOS Kralupy a.s.;Czechia;Central and Eastern Europe
36080036;Astaldi SpA;Italy;Western Europe
36080088;Anadarko Petroleum Corporation;United States;North America
36080093;United Nations Children's Fund;United States;North America
36080109;Schlumberger Ltd;France;Western Europe
36080121;WRK Luxembourg S.a.r.l.;Luxembourg;Western Europe
36080157;China Merchants Port Holdings Company Limited;Hong Kong;Asia
36080162;Nanta SA;Spain;Western Europe
36080186;Southern Power Co;United States;North America
36080198;The Vision Factory B.V.;Netherlands;Western Europe
36080220;Basic Fit Nederland B.V.;Netherlands;Western Europe
36080244;HZPC Holding B.V.;Netherlands;Western Europe
36080279;Apache Corporation;United States;North America
36080285;MORAVIA STEEL a.s.;Czechia;Central and Eastern Europe
36080345;Saint-Gobain Innovative Materials Polska sp. z o.o.;Poland;Central and Eastern Europe
36080346;Saint-Gobain Construction Products Polska Sp. Z O.O.;Poland;Central and Eastern Europe
36080348;Saint-Gobain HPM Polska Sp. z o.o.;Poland;Central and Eastern Europe
36080370;Barco B.V.;Netherlands;Western Europe
36080372;Barco GmbH;Germany;Western Europe
36080383;AXA Luxembourg SA;Luxembourg;Western Europe
36080384;AXA Assurances Vie Luxembourg SA;Luxembourg;Western Europe
36080392;Atlas Services Belgium SA;Belgium;Western Europe
36080397;Vandendorpe Arthur NV;Belgium;Western Europe
36080405;Apt Pipelines Ltd;Australia;Australia
36080407;Antalis;France;Western Europe
36080418;Sumitomo Shi Fw Energia Polska Spólka Z Ograniczona Odpowiedzialnoscia;Poland;Central and Eastern Europe
36080466;Agfa Gevaert SpA;Italy;Western Europe
36080472;Admiro SA;Belgium;Western Europe
36080478;ilionx Mobile Solutions B.V.;Netherlands;Western Europe
36080489;DSV Air & Sea SA;Spain;Western Europe
36080495;INDITEX BELGIE-INDITEX BELGIQUE;Belgium;Western Europe
36080495;Zara Belgique - Zara Belgie SA;Belgium;Western Europe
36081098;Nexio;Netherlands;Western Europe
36081188;Groeneveld Onroerend Goed Exploitatie B.V.;Netherlands;Western Europe
36082746;VOF Firma Gebroeders Mendel;Netherlands;Western Europe
36083396;Albert Lentink V.O.F.;Netherlands;Western Europe
36083645;Carvision B.V.;Netherlands;Western Europe
36084140;Auberge De Grote Waay V.O.F.;Netherlands;Western Europe
36085738;V.O.F. Jade/Shogun;Netherlands;Western Europe
36091664;Smit & Smit International B.V.;Netherlands;Western Europe
36091789;Mate International B.V.;Netherlands;Western Europe
36092326;Stichting Administratiekantoor Lucas;Netherlands;Western Europe
36093212;Stichting Trustee Pero;Netherlands;Western Europe
36093968;Maatschap L. Noordam en A.T. Noordam-Huisman;Netherlands;Western Europe
36094355;Van der Moot c.s. Onroerend Goed Maatschap;Netherlands;Western Europe
36094980;Barclays Bank PLC, Birmingham branch;United Kingdom;Western Europe
36095003;Paccar Financial Europe B.V.;Netherlands;Western Europe
36095022;Lashing T.G.V. BVBA;Belgium;Western Europe
36095048;Bouygues Batiment International SAS;France;Western Europe
36095051;Komat Vastgoed B.V.;Netherlands;Western Europe
36095052;Hoogland Investments B.V.;Netherlands;Western Europe
36095088;Societe Beurriere d'Isigny SNC;France;Western Europe
36095088;Beurriere d'Isigny SNC;France;Western Europe
36095135;Kyivstar Private Joint Stock Company;Ukraine;Central and Eastern Europe
36095149;Smithfield Foods, Inc.;United States;North America
36095149;Smithfield Foods Inc;United States;North America
36095154;Volkswagen Financial Services N.V.;Netherlands;Western Europe
36095175;CPC Corporation;Taiwan;Asia
36095180;Mercadona SA;Spain;Western Europe
36095181;Rajo A/S;Slovakia;Central and Eastern Europe
36095212;Chanic SA;Belgium;Western Europe
36095213;Buy Way Services G E I E;Belgium;Western Europe
36095229;Istituto per le Opere di Religione;Holy See (Vatican City State);Western Europe
36095230;Central Saltillo SA de CV;Mexico;Latin America
36095243;Autogrill Belgie NV;Belgium;Western Europe
36095259;Target Corporation;United States;North America
36095279;Danone SA;Belgium;Western Europe
36095281;RCI Financial Services, s.r.o.;Czechia;Central and Eastern Europe
36095304;Mediahuis NV;Belgium;Western Europe
36095308;Computacenter NV;Belgium;Western Europe
36095313;Communaute Francaise de Belgique;Belgium;Western Europe
36095316;Comcast Cable Communications LLC;United States;North America
36095318;E D F Trading Limited;United Kingdom;Western Europe
36095325;Natwest Capital Markets Ltd;United Kingdom;Western Europe
36095331;Carl Kliem SA;Luxembourg;Western Europe
36095347;Target Invest NV;Belgium;Western Europe
36095380;ThyssenKrupp Steel Europe AG;Germany;Western Europe
36095414;Trading Corporation NV;Belgium;Western Europe
36095427;Mammoet Global Assets B.V.;Netherlands;Western Europe
36095445;Unique NV;Belgium;Western Europe
36095473;Verlacor NV;Belgium;Western Europe
36095477;Ministeries van de Vlaamse Gemeenschap;Belgium;Western Europe
36095480;Veolia Nederland B.V.;Netherlands;Western Europe
36095516;Algemeen Ziekenhuis Damiaan Oostende VZW;Belgium;Western Europe
36095517;SD WORX Sociaal Secretariaat VZW;Belgium;Western Europe
36095549;E.ON POLSKA SPÓLKA AKCYJNA;Poland;Central and Eastern Europe
36095549;Innogy Polska SA;Poland;Central and Eastern Europe
36095567;RMS, Kosice s.r.o.;Slovakia;Central and Eastern Europe
36095575;Nemocnica Kosice-Saca a.s.;Slovakia;Central and Eastern Europe
36095580;Tebodin Slovakia, s.r.o.;Slovakia;Central and Eastern Europe
36095582;Vsz Keramika A/S;Slovakia;Central and Eastern Europe
36095583;Vsz Servis SRO;Slovakia;Central and Eastern Europe
36095584;Vsz Ocel A/S;Slovakia;Central and Eastern Europe
36096142;Argos Group B.V.;Netherlands;Western Europe
36096156;H.G.M. Management B.V.;Netherlands;Western Europe
36096235;De Zeilpoort Beheer B.V.;Netherlands;Western Europe
36096477;Mercurius BV;Netherlands;Western Europe
36096477;Mercurius B.V.;Netherlands;Western Europe
36096503;Driezen Holding B.V.;Netherlands;Western Europe
36096601;Elex NV;Belgium;Western Europe
36096604;Emirates National Oil Company (Singapore) Private Ltd;Singapore;Asia
36096621;Eurazeo;France;Western Europe
36096649;Yamazaki Mazak Nederland B.V.;Netherlands;Western Europe
36096650;FIMAVE;Belgium;Western Europe
36096650;Fimave NV;Belgium;Western Europe
36096651;Financiere Agache SA;France;Western Europe
36096655;AWT Cechofracht a.s.;Czechia;Central and Eastern Europe
36096668;Annabel Textiles NV;Belgium;Western Europe
36096674;Maspex-Gmw Sp. Z O.O.;Poland;Central and Eastern Europe
36096675;Mw Food Sp. z o.o.;Poland;Central and Eastern Europe
36096675;Mw Food Sp. Z O.O. Sp.K.;Poland;Central and Eastern Europe
36096677;Ekoland Sp Z O O;Poland;Central and Eastern Europe
36096682;Emerson Process Management NV;Belgium;Western Europe
36096695;FM France SAS;France;Western Europe
36096705;Vihorlat A/S;Slovakia;Central and Eastern Europe
36096715;CKS Fashion NV;Belgium;Western Europe
36096739;Jub Kastaco SRO;Slovakia;Central and Eastern Europe
36096742;Ewals Cargo Care, spol. s r.o.;Slovakia;Central and Eastern Europe
36096744;Eurotrade A/S;Slovakia;Central and Eastern Europe
36096746;Selmus BV;Belgium;Western Europe
36096746;Selmus BVBA;Belgium;Western Europe
36096749;Basemetal AG;Switzerland;Western Europe
36096750;Artep SRO;Slovakia;Central and Eastern Europe
36096854;Fleurilse Holding B.V.;Netherlands;Western Europe
36097344;Schins Holding B.V.;Netherlands;Western Europe
36097950;Tully Beheer B.V.;Netherlands;Western Europe
36098086;P. van der Borden Holding B.V.;Netherlands;Western Europe
36098775;Universal Service SRO;Slovakia;Central and Eastern Europe
36098776;U. S. Steel Kosice - Labortest, s.r.o.;Slovakia;Central and Eastern Europe
36098803;Santander Asset Management SA SGIIC;Spain;Western Europe
36098910;Informa Plc;United Kingdom;Western Europe
36098911;The Rank Group PLC;United Kingdom;Western Europe
36098991;G.I.P. Horeca Services B.V.;Netherlands;Western Europe
36099044;Handels- en Transportbedrijf Reijnders B.V.;Netherlands;Western Europe
36099172;Swisslog Healthcare Netherlands B.V.;Netherlands;Western Europe
36099451;A.J. Griffioen Beheer B.V.;Netherlands;Western Europe
36099540;Saxberg Holding B.V.;Netherlands;Western Europe
36099721;Total System Development B.V.;Netherlands;Western Europe
36099831;C.N. Beheer B.V.;Netherlands;Western Europe
36100151;Tonar International B.V.;Netherlands;Western Europe
36100192;Bestran Vastgoed B.V.;Netherlands;Western Europe
36100324;Ruttenberg Hoorn B.V.;Netherlands;Western Europe
36100853;Ahwahnee Summit B.V.;Netherlands;Western Europe
36101169;Leon Martens B.V.;Netherlands;Western Europe
36101431;Plight Immovables B.V.;Netherlands;Western Europe
36101481;G.J.A.M. de Graaf Holding BV;Netherlands;Western Europe
36101584;Coffeecompany by Albron B.V.;Netherlands;Western Europe
36101584;JACOBS DOUWE EGBERTS Coffeecompany B.V.;Netherlands;Western Europe
36101814;Nordic Group B.V.;Netherlands;Western Europe
36101836;Deloitte Audit OOD;Bulgaria;Central and Eastern Europe
36101868;Almirall SA;Spain;Western Europe
36101879;Mutuactivos SAU Sgiic;Spain;Western Europe
36101893;Ferrovial Construccion SA;Spain;Western Europe
36102333;Continu Recruitment Services B.V.;Netherlands;Western Europe
36102409;Miedema Holding B.V.;Netherlands;Western Europe
36102732;Padox Beheer B.V.;Netherlands;Western Europe
36102737;Tiemar Bouwprojekten B.V.;Netherlands;Western Europe
36103722;Idexx Laboratories Inc;United States;North America
36103747;Halma PLC;United Kingdom;Western Europe
36103749;Oxford Instruments PLC;United Kingdom;Western Europe
36103754;Louisiana-Pacific Corp;United States;North America
36103764;Trammo Inc.;United States;North America
36103828;Boconcept Holding A/S;Denmark;Western Europe
36103870;Vrisekoop Management & Merchandising B.V.;Netherlands;Western Europe
36104410;Wibeco Vastgoed B.V.;Netherlands;Western Europe
36104866;Rem Bene Gerere B.V.;Netherlands;Western Europe
36104920;AMP Bank Limited;Australia;Australia
36104953;Hertz Holdings Netherlands B.V.;Netherlands;Western Europe
36104970;TRF Trading International B.V.;Netherlands;Western Europe
36105006;Business Lease Slovakia s.r.o.;Slovakia;Central and Eastern Europe
36105599;Valkenhof Beheer B.V.;Netherlands;Western Europe
36105685;Van Lanschot Kempen N.V.;Netherlands;Western Europe
36105833;J.M. Veldkamp Beheer B.V.;Netherlands;Western Europe
36105977;VINCI Energies Netherlands B.V.;Netherlands;Western Europe
36106124;Dreef Beheer B.V.;Netherlands;Western Europe
36106187;Nekon Beheer B.V.;Netherlands;Western Europe
36106235;Akobi Komplete Binnenafbouw B.V.;Netherlands;Western Europe
36107171;Juma Maastricht B.V.;Netherlands;Western Europe
36107411;Van der Steeg Vastgoed B.V.;Netherlands;Western Europe
36107422;Azet Bouw Holding B.V.;Netherlands;Western Europe
36107506;European Far East Holding B.V.;Netherlands;Western Europe
36107938;Sunab Holding B.V.;Netherlands;Western Europe
36108564;Deleyster Holding B.V.;Netherlands;Western Europe
36108821;Grifols SA;Spain;Western Europe
36108890;TEREOS STARCH & SWEETENERS BELGIUM NV;Belgium;Western Europe
36108932;Borealis Antwerpen NV;Belgium;Western Europe
36108960;Is Faktoring Anonim Sirketi;Turkey;Central and Eastern Europe
36108984;Knight-Ridder Inc;United States;North America
36109021;ProCredit Bank (Bulgaria) EAD;Bulgaria;Central and Eastern Europe
36109040;Arcadis North America GP;United States;North America
36109063;Komatsu France SAS;France;Western Europe
36109092;Societe Laitiere de Clermont;France;Western Europe
36109092;Laitiere de Clermont;France;Western Europe
36109101;Lamifil NV;Belgium;Western Europe
36109101;LAMIFIL;Belgium;Western Europe
36109113;BillerudKorsnas AB;Sweden;Western Europe
36109271;Stam & Co Leidingwerken B.V.;Netherlands;Western Europe
36109648;Van der Louw Vastgoed B.V.;Netherlands;Western Europe
36109656;Aareon Nederland B.V.;Netherlands;Western Europe
36110398;Hendrick B.V.;Netherlands;Western Europe
36110415;Beheersmaatschappij Van Turnhout B.V.;Netherlands;Western Europe
36110653;Hetco Planontwikkeling en Projectrealisatie B.V.;Netherlands;Western Europe
36110660;Gebri International B.V.;Netherlands;Western Europe
36110669;Tabbert Beheer B.V.;Netherlands;Western Europe
36111260;Hecotherm Beheer B.V.;Netherlands;Western Europe
36111736;Kavo B.V.;Netherlands;Western Europe
36111761;DENIOS BV;Netherlands;Western Europe
36111761;Denios B.V.;Netherlands;Western Europe
36111878;Premis Medical B.V.;Netherlands;Western Europe
36111906;Degreef & Partner B.V.;Netherlands;Western Europe
36111914;Texco B.V.;Netherlands;Western Europe
36112181;Verburgt's Mode B.V.;Netherlands;Western Europe
36112663;GEFCO Forwarding Netherlands B.V.;Netherlands;Western Europe
36112718;B. Bakker Beheer en Exploitatiemaatschappij B.V.;Netherlands;Western Europe
36112893;Van Osselen Holding B.V.;Netherlands;Western Europe
36112914;Evog B.V.;Netherlands;Western Europe
36112953;Nijman Onroerend Goed B.V.;Netherlands;Western Europe
36113598;Westerkeyn Holding B.V.;Netherlands;Western Europe
36113602;Themacentrum Bergen op Zoom B.V.;Netherlands;Western Europe
36113674;Louis Vuitton Malletier;France;Western Europe
36113676;R.C.G. Vastgoed Participaties C.V.;Netherlands;Western Europe
36113695;Ip Belgium SA;Belgium;Western Europe
36113710;Brown-Forman Corp;United States;North America
36114191;Hairtech Holland B.V.;Netherlands;Western Europe
36114869;Max Bertrams Beheer B.V.;Netherlands;Western Europe
36114973;H. Pomper C.V.;Netherlands;Western Europe
36114998;Amecha B.V.;Netherlands;Western Europe
36115189;Sequint B.V.;Netherlands;Western Europe
36115450;CMT Manufacturing B.V.;Netherlands;Western Europe
36116052;Sylvain Mode B.V.;Netherlands;Western Europe
36116361;Ruyvenoord Ontwikkelings- en Beleggingsmaatschappij B.V.;Netherlands;Western Europe
36116417;Quinfox Automatisering B.V.;Netherlands;Western Europe
36116714;Zuiderpoort Vastgoed B.V.;Netherlands;Western Europe
36116910;B.V. Beleggings- en Ontwikkelingsmaatschappij Rembrandt I;Netherlands;Western Europe
36117102;Eefro B.V.;Netherlands;Western Europe
36117146;Engelsing Beleggingen Woningen B.V.;Netherlands;Western Europe
36117200;Gazprom Finance B.V.;Netherlands;Western Europe
36117268;GB Vastgoed B.V.;Netherlands;Western Europe
36117280;De Waard Beroepskleding B.V.;Netherlands;Western Europe
36117282;Rotex Flowerbulbs B.V.;Netherlands;Western Europe
36117371;Pro-Time Broadcast B.V.;Netherlands;Western Europe
36117463;MB Safety B.V.;Netherlands;Western Europe
36117510;Base Logistics B.V.;Netherlands;Western Europe
36117864;Brooklan Real Estate B.V.;Netherlands;Western Europe
36118257;Gealjo B.V.;Netherlands;Western Europe
36118294;AR Benelux B.V.;Netherlands;Western Europe
36118603;Merida Benelux B.V.;Netherlands;Western Europe
36118974;Westkeetshaven B.V.;Netherlands;Western Europe
36119058;Pine-Apple Investments B.V.;Netherlands;Western Europe
36119172;C & P Fleurs B.V.;Netherlands;Western Europe
36119320;Talk & Vision Holding B.V.;Netherlands;Western Europe
36119870;Exploitatiemaatschappij Muntberg B.V.;Netherlands;Western Europe
36119917;Bleijendaal Exploitatie B.V.;Netherlands;Western Europe
36121019;De Groot Grootverbruik B.V.;Netherlands;Western Europe
36121275;Bergermeer B.V.;Netherlands;Western Europe
36121660;Elitegroup Computer Systems Co Ltd;Taiwan;Asia
36121671;Vestas Wind Systems A/S;Denmark;Western Europe
36121674;Asustek Computer Inc;Taiwan;Asia
36121690;AMEC Foster Wheeler Limited;United Kingdom;Western Europe
36121693;Louis Dreyfus Armateurs SAS;France;Western Europe
36121716;BELLEFONTAINE INVESTMENTS AG;Switzerland;Western Europe
36121716;Cofra-Holding AG;Switzerland;Western Europe
36121745;Mölnlycke Health Care BV;Netherlands;Western Europe
36121745;Molnlycke Health Care BV;Netherlands;Western Europe
36121767;DIA RETAIL ESPAÑA S.A.U.;Spain;Western Europe
36121769;NETSTAL Maschinen AG;Switzerland;Western Europe
36121769;KraussMaffei HighPerformance AG;Switzerland;Western Europe
36121792;Tymbark-Mws sp z o.o.;Poland;Central and Eastern Europe
36121792;Tymbark-Msw Spólka z ograniczona odpowiedzialnoscia;Poland;Central and Eastern Europe
36121792;Tymbark-Msw sp z o.o.;Poland;Central and Eastern Europe
36121821;ABSA Group Limited;South Africa;Africa
36121826;PT Bank Negara Indonesia (Persero) Tbk, New York branch;United States;North America
36121834;Nutricia Belgie NV;Belgium;Western Europe
36121848;China Merchants Holdings (Hong Kong) Company Limited;Hong Kong;Asia
36121878;Swiss Re Financial Products Corp;United States;North America
36121894;Assa Abloy AB;Sweden;Western Europe
36121953;Signify Properties NV;Belgium;Western Europe
36122020;Terminal Catalunya SA;Spain;Western Europe
36122055;Ti Group Automotive Systems SA;Spain;Western Europe
36122063;Puracor NV;Belgium;Western Europe
36122136;PT Bank Mandiri (Persero) Tbk, Singapore branch;Singapore;Asia
36122195;WestRock MWV LLC;United States;North America
36122207;Telesat Canada;Canada;North America
36122278;Roodenrijs Kaastabletten Industrie 'ROKA' B.V.;Netherlands;Western Europe
36122289;Authentic Models BV;Netherlands;Western Europe
36122321;Selko B.V.;Netherlands;Western Europe
36122331;Breda Confectie B.V.;Netherlands;Western Europe
36122583;Fagron Nederland B.V.;Netherlands;Western Europe
36122587;Piri Sportartikelen B.V.;Netherlands;Western Europe
36122649;Landuwasco B.V.;Netherlands;Western Europe
36122761;Agenturen en Handelsmaatschappij Scheepers BV;Netherlands;Western Europe
36122761;Agenturen en Handelsmij. Scheepers B.V.;Netherlands;Western Europe
36123143;Meppeler Betoncentrale B.V.;Netherlands;Western Europe
36123268;Biotronik Nederland B.V.;Netherlands;Western Europe
36123548;VPS International B.V.;Netherlands;Western Europe
36123557;Engelhart Handelsonderneming B.V.;Netherlands;Western Europe
36123579;Lerøy Seafood Netherlands B.V.;Netherlands;Western Europe
36123579;Rode Vis B.V.;Netherlands;Western Europe
36123613;Implacom B.V.;Netherlands;Western Europe
36123631;Handelsonderneming Tehava B.V.;Netherlands;Western Europe
36124097;Denkers International B.V.;Netherlands;Western Europe
36124160;Stadvast Onroerend Goed B.V.;Netherlands;Western Europe
36124164;Klayde Vastgoed B.V.;Netherlands;Western Europe
36124168;Utrechtse Maatschappij tot Stadsherstel N.V.;Netherlands;Western Europe
36124217;A. de Reus Kraan- en Materieelverhuur B.V.;Netherlands;Western Europe
36124324;Adige B.V.;Netherlands;Western Europe
36124480;Technolyt B.V.;Netherlands;Western Europe
36124480;Technautic BV Technolyt;Netherlands;Western Europe
36124538;Teeling Petfood B.V.;Netherlands;Western Europe
36124823;Berson Milieutechniek B.V.;Netherlands;Western Europe
36125303;Van Langevelde Handelsmaatschappij BV;Netherlands;Western Europe
36125387;Matsuru B.V.;Netherlands;Western Europe
36125490;Leeuweneiland B.V.;Netherlands;Western Europe
36125548;Intercel Energie B.V.;Netherlands;Western Europe
36125552;Wika' Nederland B.V.;Netherlands;Western Europe
36125942;SIRVA B.V.;Netherlands;Western Europe
36126030;H. Essers Security Logistics B.V.;Netherlands;Western Europe
36126182;Walburg B.V.;Netherlands;Western Europe
36126235;Lafeber Makelaardij B.V.;Netherlands;Western Europe
36126521;Beleggings- en Exploitatie Maatschappij 'Mara' B.V.;Netherlands;Western Europe
36126538;Ptd Investment Trust A/S;Slovakia;Central and Eastern Europe
36126540;Ptd Holding A/S;Slovakia;Central and Eastern Europe
36126541;Procus SRO;Slovakia;Central and Eastern Europe
36126549;Eurofinance A/S;Slovakia;Central and Eastern Europe
36126552;Buildtec A/S;Slovakia;Central and Eastern Europe
36126565;GFI (HK) Securities LLC;Hong Kong;Asia
36126576;Robesta Vastgoed B.V.;Netherlands;Western Europe
36126577;Econocom Spain, SA;Spain;Western Europe
36126642;Dentsply International Inc;United States;North America
36126646;BPC Group;Belgium;Western Europe
36126646;BPC Wallonie SA;Belgium;Western Europe
36126666;MINISTERE DE LA COMMUNAUTE FRANCAISE;Belgium;Western Europe
36126751;Europea de Vending SA;Spain;Western Europe
36126811;Barloworld Ltd;South Africa;Africa
36126861;Agricultural Bank Of China Ltd, Chongqing branch;China;Asia
36126866;Agricultural Bank Of China Ltd, Dalian branch;China;Asia
36126867;Agricultural Bank Of China Ltd, Kunming branch;China;Asia
36126868;Agricultural Bank Of China Ltd, Changsha branch;China;Asia
36126869;Agricultural Bank Of China Ltd, Xiamen branch;China;Asia
36126870;Agricultural Bank Of China Ltd, Xian branch;China;Asia
36126873;Agricultural Bank Of China Ltd, Shijiazhuang branch;China;Asia
36126874;Agricultural Bank Of China Ltd, Binzhou branch;China;Asia
36126876;Agricultural Bank Of China Ltd, Qingdao branch;China;Asia
36126877;Agricultural Bank Of China Ltd, Guangzhou branch;China;Asia
36126879;Agricultural Bank Of China Ltd, Nanjing branch;China;Asia
36126982;Intesa SanPaolo SpA, Udine branch;Italy;Western Europe
36127081;Banco Santander SA;Spain;Western Europe
36127103;Banco do Brasil SA, Curitiba branch;Brazil;Latin America
36127140;VTB Bank (public joint-stock company), Khabarovsk branch;Russian Federation;Central and Eastern Europe
36127141;Joint Stock Commercial Bank for Investment and Development of Vietnam, Ho Chi Minh City branch;Viet Nam;Asia
36127155;Bank of America National Association, New Delhi branch;India;Asia
36127176;Bank of China Limited, Henan Branch;China;Asia
36127177;Bank of China Limited, Xinjiang Branch;China;Asia
36127181;Bank of China Limited, Gansu Branch;China;Asia
36127182;Bank of China Limited, Changzhou branch;China;Asia
36127185;Bank of China Limited, Taiyuan branch;China;Asia
36127190;Bank of Communications Co., Ltd., Wuxi branch;China;Asia
36127191;Bank of Communications Co., Ltd., Qingdao branch;China;Asia
36127192;Bank of Communications Co., Ltd., Hebei Provincial branch;China;Asia
36127193;Bank of Communications Co., Ltd., Singapore branch;Singapore;Asia
36127194;Bank of Communications Co., Ltd., Liaoning Provincial branch;China;Asia
36127195;Bank of Communications Co., Ltd., Dalian branch;China;Asia
36127196;Bank of Communications Co., Ltd., Suzhou (Jiangsu) branch;China;Asia
36127197;Bank of Communications Co., Ltd., Tokyo branch;Japan;Asia
36127198;Bank of Communications Co., Ltd., Xinjiang Uygur Autonomous Region branch;China;Asia
36127199;Bank of Communications Co., Ltd., Nantong branch;China;Asia
36127200;Bank of Communications Co., Ltd., Ningbo branch;China;Asia
36127201;Bank of Communications Co., Ltd., Weihai branch;China;Asia
36127202;Bank of Communications Co., Ltd., Wenzhou branch;China;Asia
36127203;Bank of Communications Co., Ltd., Xiamen branch;China;Asia
36127204;Bank of Communications Co., Ltd., Yantai branch;China;Asia
36127219;The Bank of Nova Scotia, Seoul branch;Korea, Republic of;Asia
36127224;Bank of Taiwan, Taichung branch;Taiwan;Asia
36127230;MUFG Bank, Ltd., Nagoya branch;Japan;Asia
36127231;MUFG Bank (China), Ltd.;China;Asia
36127258;Banque Internationale de Commerce - BRED (Suisse) SA.;Switzerland;Western Europe
36127288;BHW Bausparkasse AG, Luxembourg branch;Luxembourg;Western Europe
36127325;Canara Bank, Ahmedabad branch;India;Asia
36127338;China Construction Bank Corporation, Zhuhai branch;China;Asia
36127339;China Construction Bank Corporation, Suzhou (Jiangsu) branch;China;Asia
36127341;China Construction Bank Corporation, Fuzhou branch;China;Asia
36127342;China Construction Bank Corporation, Yantai branch;China;Asia
36127343;China Construction Bank Corporation, Xian branch;China;Asia
36127344;China Construction Bank Corporation, Qingdao branch;China;Asia
36127345;China Construction Bank Corporation, Nanchang branch;China;Asia
36127347;China Construction Bank Corporation, Weifang branch;China;Asia
36127348;China Construction Bank Corporation, Ningbo branch;China;Asia
36127350;China Construction Bank Corporation, Banking Dept. of Zhejiang Branch;China;Asia
36127353;China Construction Bank Corporation, Jining branch;China;Asia
36127355;China Everbright Bank Company Ltd, Fuzhou branch;China;Asia
36127356;China Everbright Bank Company Ltd, Guangzhou branch;China;Asia
36127357;China Everbright Bank Company Ltd, Nanjing branch;China;Asia
36127358;China Everbright Bank Company Ltd, Chengdu branch;China;Asia
36127359;China Everbright Bank Company Ltd, Shenzhen branch;China;Asia
36127360;China Everbright Bank Company Ltd, Suzhou (Jiangsu) branch;China;Asia
36127361;China Everbright Bank Company Ltd, Changchun branch;China;Asia
36127362;China Everbright Bank Company Ltd, Shanghai branch;China;Asia
36127363;China Merchants Bank Co., Ltd, Nanjing branch;China;Asia
36127364;China Merchants Bank Co., Ltd, Hangzhou branch;China;Asia
36127365;China Minsheng Banking Corporation Ltd, Dalian branch;China;Asia
36127366;China Minsheng Banking Corporation Ltd, Wuhan branch;China;Asia
36127367;China Minsheng Banking Corporation Ltd, Shanghai branch;China;Asia
